Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,location,timestamp,tweet,tiny_tweet,tokens,stems,score
37382,37382,37382,"[,]",2020-05-09 21:39:14+00:00,"7 días estuve con mis padres, literal que hacia unos 6 años no pasaba eso gracias cuarentena",estuve padres literal hacia unos pasaba gracias cuarentena,"['estuve', 'padres', 'literal', 'hacia', 'unos', 'pasaba', 'gracias', 'cuarentena']","['estuv', 'padr', 'literal', 'haci', 'unos', 'pas', 'graci', 'cuarenten']",1
37441,37441,37441,"[,]",2020-05-09 21:41:30+00:00,"@fbunge Yo soy ""boludo alegre"", así que como entré, saldré. He pasado por cosas más jodidas que una cuarentena de morondanga.",boludo alegre como entr saldr pasado cosas jodidas cuarentena morondanga,"['boludo', 'alegre', 'como', 'entr', 'saldr', 'pasado', 'cosas', 'jodidas', 'cuarentena', 'morondanga']","['bolud', 'alegr', 'com', 'entr', 'saldr', 'pas', 'cos', 'jod', 'cuarenten', 'morondang']",1
37553,37553,37553,"[,]",2020-05-09 21:45:51+00:00,"#anticomunismo:  Fascistas a la sombra de la cuarentena en #BuenosAires, #Argentina . No pudieron ni podrán.",#anticomunismo Fascistas sombra cuarentena #BuenosAires #Argentina pudieron podr,"['#anticomunismo', 'fascistas', 'sombra', 'cuarentena', '#buenosaires', '#argentina', 'pudieron', 'podr']","['#anticomun', 'fascist', 'sombr', 'cuarenten', '#buenosair', '#argentin', 'pud', 'podr']",1
37575,37575,37575,"[,]",2020-05-09 21:46:55+00:00,"Empecé la dieta un sábado y en cuarentena. No cualquiera se la banca, eh..",Empec dieta bado cuarentena cualquiera banca,"['empec', 'dieta', 'bado', 'cuarentena', 'cualquiera', 'banca']","['empec', 'diet', 'bad', 'cuarenten', 'cualqu', 'banc']",1
37616,37616,37616,"[,]",2020-05-09 21:48:50+00:00,@soledadtarquini Pero estamos en cuarentena ...,Pero estamos cuarentena,"['pero', 'estamos', 'cuarentena']","['per', 'estam', 'cuarenten']",1
37617,37617,37617,"[,]",2020-05-09 21:48:54+00:00,Esta cuarentena hizo volar mi salud mental y yo vole de ella y me hizo vola por acá por la arbolada 😅,Esta cuarentena hizo volar salud mental vole ella hizo vola arbolada,"['esta', 'cuarentena', 'hizo', 'volar', 'salud', 'mental', 'vole', 'ella', 'hizo', 'vola', 'arbolada']","['esta', 'cuarenten', 'hiz', 'vol', 'salud', 'mental', 'vol', 'ella', 'hiz', 'vol', 'arbol']",0
37717,37717,37717,"[,]",2020-05-09 21:51:59+00:00,Cuando termine la cuarentena en el mac de la 9 de julio,Cuando termine cuarentena julio,"['cuando', 'termine', 'cuarentena', 'julio']","['cuand', 'termin', 'cuarenten', 'juli']",1
37741,37741,37741,"[,]",2020-05-09 21:52:54+00:00,Ayer y hoy mis mejores tardes de la cuarentena 💖,Ayer mejores tardes cuarentena,"['ayer', 'mejores', 'tardes', 'cuarentena']","['ayer', 'mejor', 'tard', 'cuarenten']",2
37825,37825,37825,"[,]",2020-05-09 21:56:19+00:00,@mmsm1979 Ahora. Explícame como el fucking Corona no se lo devora. Más suerte tienen estos hdp!!!,Ahora Expl came como fucking Corona devora suerte tienen estos,"['ahora', 'expl', 'came', 'como', 'fucking', 'corona', 'devora', 'suerte', 'tienen', 'estos']","['ahor', 'expl', 'cam', 'com', 'fucking', 'coron', 'devor', 'suert', 'tien', 'estos']",1
37829,37829,37829,"[,]",2020-05-09 21:56:27+00:00,@_thotina cuando termine la cuarentena y vayas a cierta casa..,cuando termine cuarentena vayas cierta casa,"['cuando', 'termine', 'cuarentena', 'vayas', 'cierta', 'casa']","['cuand', 'termin', 'cuarenten', 'vay', 'ciert', 'cas']",1
37851,37851,37851,"[,]",2020-05-09 21:57:26+00:00,Lo único bueno de la cuarentena que voy a pasar de año😁😁😁,nico bueno cuarentena pasar,"['nico', 'bueno', 'cuarentena', 'pasar']","['nic', 'buen', 'cuarenten', 'pas']",1
37921,37921,37921,"[,]",2020-05-09 22:00:39+00:00,"Estamos en cuarentena hace mil años, y si evitamos la rompida de huevos y respetamos el espacio del otrooo???? GRACIAAAAAASSS",Estamos cuarentena hace evitamos rompida huevos respetamos espacio otrooo GRACIAAAAAASSS,"['estamos', 'cuarentena', 'hace', 'evitamos', 'rompida', 'huevos', 'respetamos', 'espacio', 'otrooo', 'graciaaaaaasss']","['estam', 'cuarenten', 'hac', 'evit', 'romp', 'huev', 'respet', 'espaci', 'otroo', 'graciaaaaaasss']",1
37978,37978,37978,"[,]",2020-05-09 22:04:17+00:00,Sábado y con ganas de salir pero en cuarentena 😭😭😭,bado ganas salir pero cuarentena,"['bado', 'ganas', 'salir', 'pero', 'cuarentena']","['bad', 'gan', 'sal', 'per', 'cuarenten']",0
38014,38014,38014,"[,]",2020-05-09 22:05:53+00:00,"Nosotros nos quedamos en casa por un virus y Japón se prepara para pelear con marcianos,  en algo le estamos errando",Nosotros quedamos casa virus prepara para pelear marcianos algo estamos errando,"['nosotros', 'quedamos', 'casa', 'virus', 'prepara', 'para', 'pelear', 'marcianos', 'algo', 'estamos', 'errando']","['nosotr', 'qued', 'cas', 'virus', 'prep', 'par', 'pel', 'marcian', 'algo', 'estam', 'errand']",1
38088,38088,38088,"[,]",2020-05-09 22:09:07+00:00,Cuarentena? Pregúntale a los monkeys de Rosario que llevaron un cajón a una cancha y había miles de monos despidiéndolo #simios,Cuarentena Preg ntale monkeys Rosario llevaron cancha miles monos despidi ndolo #simios,"['cuarentena', 'preg', 'ntale', 'monkeys', 'rosario', 'llevaron', 'cancha', 'miles', 'monos', 'despidi', 'ndolo', '#simios']","['cuarenten', 'preg', 'ntal', 'monkeys', 'rosari', 'llev', 'canch', 'mil', 'mon', 'despidi', 'ndol', '#simi']",1
38133,38133,38133,"[,]",2020-05-09 22:10:53+00:00,"Lo que pasa en la cuarentena, se queda en la cuarentena.",pasa cuarentena queda cuarentena,"['pasa', 'cuarentena', 'queda', 'cuarentena']","['pas', 'cuarenten', 'qued', 'cuarenten']",1
38171,38171,38171,"[,]",2020-05-09 22:12:31+00:00,@EvelynargOK_ Si Bastante lejitos! Bueno creo que los festejos se harán todos juntos cuando termine esta eterna cuarentena!,Bastante lejitos Bueno creo festejos todos juntos cuando termine esta eterna cuarentena,"['bastante', 'lejitos', 'bueno', 'creo', 'festejos', 'todos', 'juntos', 'cuando', 'termine', 'esta', 'eterna', 'cuarentena']","['bastant', 'lejit', 'buen', 'cre', 'festej', 'tod', 'junt', 'cuand', 'termin', 'esta', 'etern', 'cuarenten']",0
38266,38266,38266,"[,]",2020-05-09 22:15:18+00:00,"Muy buena transmisión , de lo mejor de la cuarentena...",buena transmisi mejor cuarentena,"['buena', 'transmisi', 'mejor', 'cuarentena']","['buen', 'transmisi', 'mejor', 'cuarenten']",2
38350,38350,38350,"[,]",2020-05-09 22:18:03+00:00,Que lindo día metimos en esta cuarentena de mierda,lindo metimos esta cuarentena mierda,"['lindo', 'metimos', 'esta', 'cuarentena', 'mierda']","['lind', 'met', 'esta', 'cuarenten', 'mierd']",0
38410,38410,38410,"[,]",2020-05-09 22:20:39+00:00,La luna y la cuarentena me pusieron llorona.,luna cuarentena pusieron llorona,"['luna', 'cuarentena', 'pusieron', 'llorona']","['lun', 'cuarenten', 'pus', 'lloron']",1
38462,38462,38462,"[,]",2020-05-09 22:22:33+00:00,Seguí sacandome sonrisas que dentro de poco voy a romper la cuarentena para ir a buscarte...💕✨,Segu sacandome sonrisas dentro poco romper cuarentena para buscarte,"['segu', 'sacandome', 'sonrisas', 'dentro', 'poco', 'romper', 'cuarentena', 'para', 'buscarte']","['segu', 'sac', 'sonris', 'dentr', 'poc', 'romp', 'cuarenten', 'par', 'buscart']",0
38509,38509,38509,"[,]",2020-05-09 22:23:59+00:00,y más en cuarentena,cuarentena,['cuarentena'],['cuarenten'],1
38510,38510,38510,"[,]",2020-05-09 22:24:02+00:00,Dale RT si te sentís con los cachetes inflados por esta CUARENTENA de mierda,Dale sent cachetes inflados esta CUARENTENA mierda,"['dale', 'sent', 'cachetes', 'inflados', 'esta', 'cuarentena', 'mierda']","['dal', 'sent', 'cachet', 'inflad', 'esta', 'cuarenten', 'mierd']",0
38516,38516,38516,"[,]",2020-05-09 22:24:12+00:00,"@Karinetta Ok no me haré nada, ya estoy sufriendo demasiado el cerquillo que me corté el día 1 de cuarentena :(",nada estoy sufriendo demasiado cerquillo cort cuarentena,"['nada', 'estoy', 'sufriendo', 'demasiado', 'cerquillo', 'cort', 'cuarentena']","['nad', 'estoy', 'sufr', 'demasi', 'cerquill', 'cort', 'cuarenten']",0
38614,38614,38614,"[,]",2020-05-09 22:27:59+00:00,Jaja mamá dijo a tu cumple lo festejamos en la nueva casa jajaa  ya quiero que pase está cuarentena 😒😒,Jaja dijo cumple festejamos nueva casa jajaa quiero pase cuarentena,"['jaja', 'dijo', 'cumple', 'festejamos', 'nueva', 'casa', 'jajaa', 'quiero', 'pase', 'cuarentena']","['jaj', 'dij', 'cumpl', 'festej', 'nuev', 'cas', 'jaja', 'quier', 'pas', 'cuarenten']",1
38773,38773,38773,"[,]",2020-05-09 22:36:20+00:00,"Por lo único que rompo la cuarentena es para ir a pagar el abono, porque no puedo estar sin crédito",nico rompo cuarentena para pagar abono porque puedo estar dito,"['nico', 'rompo', 'cuarentena', 'para', 'pagar', 'abono', 'porque', 'puedo', 'estar', 'dito']","['nic', 'romp', 'cuarenten', 'par', 'pag', 'abon', 'porqu', 'pued', 'estar', 'dit']",0
38779,38779,38779,"[,]",2020-05-09 22:36:32+00:00,"Después de no se cuánto que llevamos en cuarentena, hoy volví a la peluquería 😹, fue cortarse solo.",Despu llevamos cuarentena volv peluquer cortarse solo,"['despu', 'llevamos', 'cuarentena', 'volv', 'peluquer', 'cortarse', 'solo']","['despu', 'llev', 'cuarenten', 'volv', 'peluqu', 'cort', 'sol']",0
38873,38873,38873,"[,]",2020-05-09 22:39:55+00:00,@Lassie82640452 @misbeln amigo a los k ellos nuncan mienten no te acordas que estbamos lejos del virus,amigo ellos nuncan mienten acordas estbamos lejos virus,"['amigo', 'ellos', 'nuncan', 'mienten', 'acordas', 'estbamos', 'lejos', 'virus']","['amig', 'ellos', 'nunc', 'mient', 'acord', 'estbam', 'lej', 'virus']",1
39000,39000,39000,"[,]",2020-05-09 22:44:25+00:00,"Extienden la cuarentena, sales a la calle y vas a cuatro flacos fumando y tomando tranqui",Extienden cuarentena sales calle cuatro flacos fumando tomando tranqui,"['extienden', 'cuarentena', 'sales', 'calle', 'cuatro', 'flacos', 'fumando', 'tomando', 'tranqui']","['extiend', 'cuarenten', 'sal', 'call', 'cuatr', 'flac', 'fum', 'tom', 'tranqui']",1
39057,39057,39057,"[,]",2020-05-09 22:46:41+00:00,Un desastre la cantidad de gente que rompió la cuarentena hoy....,desastre cantidad gente rompi cuarentena,"['desastre', 'cantidad', 'gente', 'rompi', 'cuarentena']","['desastr', 'cantid', 'gent', 'rompi', 'cuarenten']",1
39089,39089,39089,"[,]",2020-05-09 22:47:58+00:00,Soy geminis asi que no puedo estar en cuarentena. Okey si,geminis puedo estar cuarentena Okey,"['geminis', 'puedo', 'estar', 'cuarentena', 'okey']","['geminis', 'pued', 'estar', 'cuarenten', 'okey']",1
39093,39093,39093,"[,]",2020-05-09 22:48:05+00:00,@DoroStark Estamos en cuarentena maldita Criada 🙆‍♀️🤭,Estamos cuarentena maldita Criada,"['estamos', 'cuarentena', 'maldita', 'criada']","['estam', 'cuarenten', 'maldit', 'cri']",1
39110,39110,39110,"[,]",2020-05-09 22:48:50+00:00,Una chica murió de corona virus en Nueva York y perdieron el cadáver.  El país de las maravillas de Donald Trump,chica muri corona virus Nueva York perdieron maravillas Donald Trump,"['chica', 'muri', 'corona', 'virus', 'nueva', 'york', 'perdieron', 'maravillas', 'donald', 'trump']","['chic', 'muri', 'coron', 'virus', 'nuev', 'york', 'perd', 'maravill', 'donald', 'trump']",1
39147,39147,39147,"[,]",2020-05-09 22:50:27+00:00,Día 51 de cuarentena: Descubrí que no soy ni trabajador ni esencial  En fin qué se va a hacer!?,cuarentena Descubr trabajador esencial hacer,"['cuarentena', 'descubr', 'trabajador', 'esencial', 'hacer']","['cuarenten', 'descubr', 'trabaj', 'esencial', 'hac']",1
39193,39193,39193,"[,]",2020-05-09 22:51:57+00:00,"Hoy rompimos la cuarentena y vino mi amiga a casa, mira si nos habremos extrañado q casi nos abrazamos! Jajajajajja 🤗🖤🤗🖤🤗",rompimos cuarentena vino amiga casa mira habremos extra casi abrazamos Jajajajajja,"['rompimos', 'cuarentena', 'vino', 'amiga', 'casa', 'mira', 'habremos', 'extra', 'casi', 'abrazamos', 'jajajajajja']","['romp', 'cuarenten', 'vin', 'amig', 'cas', 'mir', 'habr', 'extra', 'casi', 'abraz', 'jajajajajj']",0
39201,39201,39201,"[,]",2020-05-09 22:52:07+00:00,"Extienden la cuarentena, sales a la calle y ves a cuatro flacos fumando y tomando tranqui",Extienden cuarentena sales calle cuatro flacos fumando tomando tranqui,"['extienden', 'cuarentena', 'sales', 'calle', 'cuatro', 'flacos', 'fumando', 'tomando', 'tranqui']","['extiend', 'cuarenten', 'sal', 'call', 'cuatr', 'flac', 'fum', 'tom', 'tranqui']",1
39206,39206,39206,"[,]",2020-05-09 22:52:19+00:00,@maiareficco @VioleFriedrich Soy geminis asi que no puedo estar en cuarentena porque extraño mucho a la gente. Ok si,geminis puedo estar cuarentena porque extra mucho gente,"['geminis', 'puedo', 'estar', 'cuarentena', 'porque', 'extra', 'mucho', 'gente']","['geminis', 'pued', 'estar', 'cuarenten', 'porqu', 'extra', 'much', 'gent']",0
39219,39219,39219,"[,]",2020-05-09 22:52:47+00:00,@grace_forever_ Se complicó enseñarle en medio de la cuarentena !,complic ense arle medio cuarentena,"['complic', 'ense', 'arle', 'medio', 'cuarentena']","['complic', 'ense', 'arle', 'medi', 'cuarenten']",1
39322,39322,39322,"[,]",2020-05-09 22:56:07+00:00,Cuántos novios van teniendo ésta cuarentena?   Yo como 5 ya,ntos novios teniendo cuarentena como,"['ntos', 'novios', 'teniendo', 'cuarentena', 'como']","['ntos', 'novi', 'ten', 'cuarenten', 'com']",1
39433,39433,39433,"[,]",2020-05-09 23:00:38+00:00,Puedo decir orgulloso que en esta cuarentena no hice ni descargue Tik Tok jajaja,Puedo decir orgulloso esta cuarentena hice descargue jajaja,"['puedo', 'decir', 'orgulloso', 'esta', 'cuarentena', 'hice', 'descargue', 'jajaja']","['pued', 'dec', 'orgull', 'esta', 'cuarenten', 'hic', 'descarg', 'jajaj']",1
39434,39434,39434,"[,]",2020-05-09 23:00:49+00:00,Mood cuarentena: me duele el orto de estar sentada,Mood cuarentena duele orto estar sentada,"['mood', 'cuarentena', 'duele', 'orto', 'estar', 'sentada']","['mood', 'cuarenten', 'duel', 'orto', 'estar', 'sent']",0
39445,39445,39445,"[,]",2020-05-09 23:01:18+00:00,Soy de escorpio así que no puedo hacer cuarentena ahre mentirosa porque no quiero salir ni ver a nadie 🤣,escorpio puedo hacer cuarentena ahre mentirosa porque quiero salir nadie,"['escorpio', 'puedo', 'hacer', 'cuarentena', 'ahre', 'mentirosa', 'porque', 'quiero', 'salir', 'nadie']","['escorpi', 'pued', 'hac', 'cuarenten', 'ahre', 'mentir', 'porqu', 'quier', 'sal', 'nadi']",0
39519,39519,39519,"[,]",2020-05-09 23:03:49+00:00,@LANACION Las víctimas de la cuarentena argenta serán muchísimas más.,ctimas cuarentena argenta much simas,"['ctimas', 'cuarentena', 'argenta', 'much', 'simas']","['ctim', 'cuarenten', 'argent', 'much', 'sim']",1
39868,39868,39868,"[,]",2020-05-09 23:17:12+00:00,Un aplauso para todos esos pelotudos que siguen rompiendo la cuarentena,aplauso para todos esos pelotudos siguen rompiendo cuarentena,"['aplauso', 'para', 'todos', 'esos', 'pelotudos', 'siguen', 'rompiendo', 'cuarentena']","['aplaus', 'par', 'tod', 'esos', 'pelotud', 'sig', 'romp', 'cuarenten']",0
39897,39897,39897,"[,]",2020-05-09 23:18:50+00:00,@DoroStark Cuando llegue a Tuc y levante un poco la cuarentena te gua invita yo mi guasha 😍😍😍🤗🤗🤗💕💕💕🤣🤣🤣,Cuando llegue levante poco cuarentena invita guasha,"['cuando', 'llegue', 'levante', 'poco', 'cuarentena', 'invita', 'guasha']","['cuand', 'lleg', 'levant', 'poc', 'cuarenten', 'invit', 'guash']",1
39981,39981,39981,"[,]",2020-05-09 23:21:29+00:00,@notevayas Dios también es un virus.,Dios tambi virus,"['dios', 'tambi', 'virus']","['dios', 'tambi', 'virus']",1
40035,40035,40035,"[,]",2020-05-09 23:23:39+00:00,@442 @perfilcom Pensar que cuando Mauricio hacía algún deporte lo puteaban.y la Chopera y el inútil de Guzmán.estamos en cuarentena 😲😳,Pensar cuando Mauricio deporte puteaban Chopera Guzm estamos cuarentena,"['pensar', 'cuando', 'mauricio', 'deporte', 'puteaban', 'chopera', 'guzm', 'estamos', 'cuarentena']","['pens', 'cuand', 'maurici', 'deport', 'put', 'choper', 'guzm', 'estam', 'cuarenten']",1
40058,40058,40058,"[,]",2020-05-09 23:25:35+00:00,"@Matt_Vwls Y a la noche, cine virtual conmigo eeeh ❤️ Es mi secuestro en tiempos de cuarentena",noche cine virtual conmigo eeeh secuestro tiempos cuarentena,"['noche', 'cine', 'virtual', 'conmigo', 'eeeh', 'secuestro', 'tiempos', 'cuarentena']","['noch', 'cin', 'virtual', 'conmig', 'eeeh', 'secuestr', 'tiemp', 'cuarenten']",1
40063,40063,40063,"[,]",2020-05-09 23:25:44+00:00,"Cuarentena cuarentena, juro que me quiero cortar las venas, pero antes te voy a soplar la VELA 🙃🍆",Cuarentena cuarentena juro quiero cortar venas pero antes soplar VELA,"['cuarentena', 'cuarentena', 'juro', 'quiero', 'cortar', 'venas', 'pero', 'antes', 'soplar', 'vela']","['cuarenten', 'cuarenten', 'jur', 'quier', 'cort', 'ven', 'per', 'antes', 'sopl', 'vel']",0
40171,40171,40171,"[,]",2020-05-09 23:33:05+00:00,"@estebank1961 Es tener alguien con quien pelear y discutir, vos sabes solo se hace dificil la cuarentena",tener alguien quien pelear discutir sabes solo hace dificil cuarentena,"['tener', 'alguien', 'quien', 'pelear', 'discutir', 'sabes', 'solo', 'hace', 'dificil', 'cuarentena']","['ten', 'algui', 'qui', 'pel', 'discut', 'sab', 'sol', 'hac', 'dificil', 'cuarenten']",1
40220,40220,40220,"[,]",2020-05-09 23:34:44+00:00,"Me puede explicar porque nos hacen hacer tp en grupo??? Ya de por si los odio de manera presencial, imagínense en cuarentena",puede explicar porque hacen hacer grupo odio manera presencial imag nense cuarentena,"['puede', 'explicar', 'porque', 'hacen', 'hacer', 'grupo', 'odio', 'manera', 'presencial', 'imag', 'nense', 'cuarentena']","['pued', 'explic', 'porqu', 'hac', 'hac', 'grup', 'odi', 'maner', 'presencial', 'imag', 'nens', 'cuarenten']",1
40247,40247,40247,"[,]",2020-05-09 23:35:31+00:00,@tiaraa_malenaa Cállate o voy a romper cuarentena para ir a darte un bife,llate romper cuarentena para darte bife,"['llate', 'romper', 'cuarentena', 'para', 'darte', 'bife']","['llat', 'romp', 'cuarenten', 'par', 'dart', 'bif']",1
40297,40297,40297,"[,]",2020-05-09 23:37:36+00:00,Con que autoridad moral ahora van a pedir que no rompan la cuarentena,autoridad moral ahora pedir rompan cuarentena,"['autoridad', 'moral', 'ahora', 'pedir', 'rompan', 'cuarentena']","['autor', 'moral', 'ahor', 'ped', 'romp', 'cuarenten']",0
40332,40332,40332,"[,]",2020-05-09 23:39:13+00:00,@revista_bang Antes de la cuarentena yo me veia asi.,Antes cuarentena veia,"['antes', 'cuarentena', 'veia']","['antes', 'cuarenten', 'vei']",0
40367,40367,40367,"[,]",2020-05-09 23:40:58+00:00,Ahora nos parte el bocho @Guille2911 y todavía queda la selección de @_martin_B__. Awante la cuarentena Bo @elbloqueradio,Ahora parte bocho todav queda selecci Awante cuarentena,"['ahora', 'parte', 'bocho', 'todav', 'queda', 'selecci', 'awante', 'cuarentena']","['ahor', 'part', 'boch', 'todav', 'qued', 'selecci', 'awant', 'cuarenten']",0
40396,40396,40396,"[,]",2020-05-09 23:42:12+00:00,Veo a casi todo el mundo haciendo prácticamente vida NORMAL. Ya se fue el viruviru? Díganme así no soy el único boludo haciendo cuarentena.,casi todo mundo haciendo cticamente vida NORMAL viruviru ganme nico boludo haciendo cuarentena,"['casi', 'todo', 'mundo', 'haciendo', 'cticamente', 'vida', 'normal', 'viruviru', 'ganme', 'nico', 'boludo', 'haciendo', 'cuarentena']","['casi', 'tod', 'mund', 'hac', 'ctic', 'vid', 'normal', 'viruviru', 'ganm', 'nic', 'bolud', 'hac', 'cuarenten']",2
40407,40407,40407,"[,]",2020-05-09 23:42:27+00:00,@IvanaTigre @Jorgerc2010 Para mi era más real que nos chocara un cometa que éste virus hdp.,Para real chocara cometa virus,"['para', 'real', 'chocara', 'cometa', 'virus']","['par', 'real', 'choc', 'comet', 'virus']",1
40427,40427,40427,"[,]",2020-05-09 23:43:29+00:00,"No sé por qué, pero siento que ya rompieron todos la cuarentena a la mierda",pero siento rompieron todos cuarentena mierda,"['pero', 'siento', 'rompieron', 'todos', 'cuarentena', 'mierda']","['per', 'sient', 'romp', 'tod', 'cuarenten', 'mierd']",0
40461,40461,40461,"[,]",2020-05-09 23:44:34+00:00,Que onda se separan todxs en esta cuarentena,onda separan todxs esta cuarentena,"['onda', 'separan', 'todxs', 'esta', 'cuarentena']","['onda', 'sep', 'todxs', 'esta', 'cuarenten']",0
40473,40473,40473,"[,]",2020-05-09 23:45:10+00:00,"Enserio se se siguen tomando tan enserio la cuarentena y el tema ""COVID-19"" a estas alturas?",Enserio siguen tomando enserio cuarentena tema COVID estas alturas,"['enserio', 'siguen', 'tomando', 'enserio', 'cuarentena', 'tema', 'covid', 'estas', 'alturas']","['enseri', 'sig', 'tom', 'enseri', 'cuarenten', 'tem', 'cov', 'estas', 'altur']",0
40483,40483,40483,"[,]",2020-05-09 23:45:36+00:00,"Enserio se siguen tomando tan enserio la cuarentena y el tema ""COVID-19"" a estas alturas?",Enserio siguen tomando enserio cuarentena tema COVID estas alturas,"['enserio', 'siguen', 'tomando', 'enserio', 'cuarentena', 'tema', 'covid', 'estas', 'alturas']","['enseri', 'sig', 'tom', 'enseri', 'cuarenten', 'tem', 'cov', 'estas', 'altur']",0
40492,40492,40492,"[,]",2020-05-09 23:45:56+00:00,Día 55 en cuarentena: se me va a partir la cabeza del dolorrr DIOOOOSS,cuarentena partir cabeza dolorrr DIOOOOSS,"['cuarentena', 'partir', 'cabeza', 'dolorrr', 'diooooss']","['cuarenten', 'part', 'cabez', 'dolorrr', 'diooooss']",1
40510,40510,40510,"[,]",2020-05-09 23:46:34+00:00,Por un lado la re quiero a la cuaren y otro otro odio la puta cuarentena 😑,lado quiero cuaren otro otro odio puta cuarentena,"['lado', 'quiero', 'cuaren', 'otro', 'otro', 'odio', 'puta', 'cuarentena']","['lad', 'quier', 'cuar', 'otro', 'otro', 'odi', 'put', 'cuarenten']",0
40678,40678,40678,"[,]",2020-05-09 23:53:01+00:00,Debo ser de las pocas personas que disfruta la cuarentena habiéndole encontrado la vuelta.,Debo pocas personas disfruta cuarentena habi ndole encontrado vuelta,"['debo', 'pocas', 'personas', 'disfruta', 'cuarentena', 'habi', 'ndole', 'encontrado', 'vuelta']","['deb', 'poc', 'person', 'disfrut', 'cuarenten', 'habi', 'ndol', 'encontr', 'vuelt']",0
40756,40756,40756,"[,]",2020-05-09 23:56:01+00:00,Que estarían haciendo si no existiera el corona virus??,estar haciendo existiera corona virus,"['estar', 'haciendo', 'existiera', 'corona', 'virus']","['estar', 'hac', 'exist', 'coron', 'virus']",1
40771,40771,40771,"[,]",2020-05-09 23:56:46+00:00,"Sexo y carne asada.  En esta cuarentena comí como 4 asados ya, lo otro, bueno, bien gracias.",Sexo carne asada esta cuarentena como asados otro bueno bien gracias,"['sexo', 'carne', 'asada', 'esta', 'cuarentena', 'como', 'asados', 'otro', 'bueno', 'bien', 'gracias']","['sex', 'carn', 'asad', 'esta', 'cuarenten', 'com', 'asad', 'otro', 'buen', 'bien', 'graci']",2
40824,40824,40824,"[,]",2020-05-09 23:59:07+00:00,@nahiraraceli14 Después de la cuarentena. En algún lugar del sur 🏔,Despu cuarentena lugar,"['despu', 'cuarentena', 'lugar']","['despu', 'cuarenten', 'lug']",1
40852,40852,40852,"[,]",2020-05-10 00:00:01+00:00,@DocEliMarquez Toda lo q te queda de cuarentena encerrada,Toda queda cuarentena encerrada,"['toda', 'queda', 'cuarentena', 'encerrada']","['tod', 'qued', 'cuarenten', 'encerr']",1
40908,40908,40908,"[,]",2020-05-10 00:01:20+00:00,Termina la cuarentena y voy en culoa lo de gene a sacarme fotos,Termina cuarentena culoa gene sacarme fotos,"['termina', 'cuarentena', 'culoa', 'gene', 'sacarme', 'fotos']","['termin', 'cuarenten', 'culo', 'gen', 'sac', 'fot']",1
40912,40912,40912,"[,]",2020-05-10 00:01:29+00:00,"@PradoNahuel Una serie: ""Pete y Santi"", con el Dr. Cahn, Santiago Estanfiero y sus aventuras en la cuarentena.",serie Pete Santi Cahn Santiago Estanfiero aventuras cuarentena,"['serie', 'pete', 'santi', 'cahn', 'santiago', 'estanfiero', 'aventuras', 'cuarentena']","['seri', 'pet', 'santi', 'cahn', 'santiag', 'estanfier', 'aventur', 'cuarenten']",1
40918,40918,40918,"[,]",2020-05-10 00:01:47+00:00,"Levantaron la cuarentena? Por mi barrio, hoy paseaban de a cuatro! 😡",Levantaron cuarentena barrio paseaban cuatro,"['levantaron', 'cuarentena', 'barrio', 'paseaban', 'cuatro']","['levant', 'cuarenten', 'barri', 'pas', 'cuatr']",1
40988,40988,40988,"[,]",2020-05-10 00:03:56+00:00,@juanmab2k Jajaja. Entonces yo estoy mal JM jaja. Culpo a la cuarentena (?),Jajaja Entonces estoy jaja Culpo cuarentena,"['jajaja', 'entonces', 'estoy', 'jaja', 'culpo', 'cuarentena']","['jajaj', 'entonc', 'estoy', 'jaj', 'culp', 'cuarenten']",0
41069,41069,41069,"[,]",2020-05-10 00:07:10+00:00,Justo en cuarentena 🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️,Justo cuarentena,"['justo', 'cuarentena']","['just', 'cuarenten']",0
41121,41121,41121,"[,]",2020-05-10 00:09:02+00:00,"Un sábado acostada, que cosa de locos y está cuarentena de mierda 😟",bado acostada cosa locos cuarentena mierda,"['bado', 'acostada', 'cosa', 'locos', 'cuarentena', 'mierda']","['bad', 'acost', 'cos', 'loc', 'cuarenten', 'mierd']",0
41138,41138,41138,"[,]",2020-05-10 00:09:46+00:00,Que bronca  la gente que rompe cuarentena y encima se hace la piola subiendo historias😤,bronca gente rompe cuarentena encima hace piola subiendo historias,"['bronca', 'gente', 'rompe', 'cuarentena', 'encima', 'hace', 'piola', 'subiendo', 'historias']","['bronc', 'gent', 'romp', 'cuarenten', 'encim', 'hac', 'piol', 'sub', 'histori']",0
41154,41154,41154,"[,]",2020-05-10 00:10:23+00:00,@Hensani1 @yoEriol @Nestor88 @Rickimg @Fede_Caniza Es un abuelo que me cuida en cuarentena 😌,abuelo cuida cuarentena,"['abuelo', 'cuida', 'cuarentena']","['abuel', 'cuid', 'cuarenten']",1
41161,41161,41161,"[,]",2020-05-10 00:10:28+00:00,Con cuántas personas más me voy a pelear esta cuarentena??,ntas personas pelear esta cuarentena,"['ntas', 'personas', 'pelear', 'esta', 'cuarentena']","['ntas', 'person', 'pel', 'esta', 'cuarenten']",1
